ano,temperatura,pH,milho,sacarose,boa
1991,57.7,7.85,BRS3046,77.63,0
1991,64.5,7.75,BRS3046,73.15,0
1991,55.3,7.83,BRS3046,74.33,0
1991,55.1,7.81,BRS3046,9.44,1
1991,67.3,7.5,BRS3046,90.22,0
1991,62.1,7.67,BRS3046,68.44,0
1991,65.9,7.76,BRS3046,61.84,0
1991,56.2,7.54,BRS3046,61.85,0
1991,57.7,7.41,BRS3046,61.93,0
1991,65.2,7.02,BRS3046,80.18,0
1991,55.4,7.06,BRS3046,64.15,0
1991,63.8,7.43,Comum,64.05,0
1991,55.2,7.06,Comum,9.59,1
1991,67,7.76,Comum,10.38,1
1991,58.2,7.79,Comum,8.37,1
1991,69.1,7.12,BRS3046,75.41,0
1991,63.6,7.85,BRS3046,83.96,0
1991,57.7,7.53,BRS3046,73.21,0
1991,60.6,7.6,BRS3046,67.2,0
1991,60.1,7.42,Comum,9.24,1
1991,54,7.51,BRS3046,64.77,0
1991,56,7.23,BRS3046,79.02,0
1991,54.7,7.44,BRS3046,77.12,0
1991,62.2,7.03,BRS3046,73.98,0
1991,62.7,7.71,BRS3046,68.81,0
1991,63.8,7.54,Comum,64.31,0
1991,59.2,7.17,BRS3046,61.33,0
1991,50.9,7.37,BRS3046,62.6,0
1992,58.9,7.74,BRS3046,69.39,0
1992,65.5,7.32,Comum,8.46,1
1992,58.5,7.23,BRS3046,60.85,0
1992,63.8,7.25,BRS3046,75.52,0
1992,66.9,7.37,BRS3046,63.53,0
1992,58.3,7.55,Comum,8.97,1
1992,70.8,7.56,BRS3046,68.98,0
1992,57.2,7.67,BRS3046,72.59,0
1992,62.2,7.9,BRS3046,69.77,0
1992,66.9,7.02,BRS3046,71.71,0
1992,64.3,7.57,Comum,8.34,1
1992,55.4,7.76,BRS3046,75.39,0
1992,59.9,7.32,Comum,7.46,1
1992,58.9,7.3,BRS3046,74.9,0
1992,59.7,7.21,Comum,8.19,1
1992,66.7,7.24,Comum,8.59,1
1992,54.2,7.15,Comum,11.37,1
1992,66.4,7.38,BRS3046,85.16,0
1992,60.6,7.9,BRS3046,72.73,0
1992,59.6,7.42,Comum,8.48,1
1992,58.2,7.03,BRS3046,71.28,0
1992,64.9,7.65,BRS3046,67.68,0
1992,56.4,7.03,Comum,8.02,1
1992,55.3,7.54,BRS3046,73.24,0
1992,60.2,7.76,BRS3046,92.08,0
1992,65.2,7.18,BRS3046,72.75,0
1992,58.7,7.06,BRS3046,76.4,0
1992,62.1,7.28,Comum,9.78,1
1992,70.1,7.52,Comum,59.8,0
1992,61,7.39,BRS3046,67.97,0
1992,60.4,7.65,BRS3046,66.75,0
1992,58.6,7.65,Comum,9.89,1
1992,60.5,7.3,BRS3046,69.69,0
1992,58.6,7.02,BRS3046,69.82,0
1992,60.1,7.64,Comum,7.62,1
1992,57.2,7.12,Comum,9.1,1
1992,62.3,7.6,BRS3046,66.22,0
1992,59.9,7.79,Comum,11.03,1
1992,61.1,7.49,BRS3046,60.17,0
1992,56.7,7.17,Comum,12.15,1
1992,58.8,7.05,Comum,10.19,1
1992,64,7.47,BRS3046,78.51,0
1992,62.8,7.06,BRS3046,58.69,0
1992,60.3,7.99,Comum,11.28,1
1992,62.3,7.58,BRS3046,57.79,0
1992,62.1,7.58,BRS3046,70.86,0
1992,56.4,7.73,Comum,7.02,1
1992,58,7.2,BRS3046,72.32,0
1992,62.5,7.2,Comum,9.42,1
1992,65,7.85,BRS3046,85.65,0
1992,60.7,7.12,Comum,10.73,1
1992,61.5,7.05,BRS3046,68.79,0
1992,67.5,7.37,BRS3046,69.11,0
1992,58.1,7.58,Comum,9.75,1
1992,63.7,7.25,Comum,9.41,1
1992,58.9,7.96,BRS3046,77.12,0
1992,63.2,7.1,BRS3046,86.94,0
1992,54,7.82,BRS3046,68.4,0
1992,58,7.22,BRS3046,66.4,0
1992,60.8,7.01,Comum,9.57,1
1992,62.7,7.22,BRS3046,63.69,0
1992,64.5,7.81,BRS3046,68.16,0
1992,60,7.01,BRS3046,90.72,0
1992,58.6,7.25,BRS3046,64.78,0
1992,59.9,7.2,BRS3046,71.61,0
1992,64.9,7.16,BRS3046,64.55,0
1992,67.3,7.33,Comum,8.9,1
1992,60.8,7.62,BRS3046,69.33,0
1992,55.8,7.35,Comum,8.7,1
1992,65.4,7.68,BRS3046,61.9,0
1992,61.6,7.6,BRS3046,63.08,0
1992,64.3,7.76,BRS3046,63.68,0
1992,54.9,7.94,BRS3046,61.58,0
1992,60.6,7.46,BRS3046,67.59,0
1992,54.8,7.44,BRS3046,64.77,0
1992,58.3,7.98,Comum,7.81,1
1992,54.9,7.42,BRS3046,69.21,0
1992,61,7.23,Comum,10.63,1
1992,65.1,7.29,BRS3046,67.8,0
1992,60.5,7.36,BRS3046,59.15,0
1992,57.9,7.57,BRS3046,84.25,0
1992,61.2,7.44,BRS3046,63.52,0
1992,55.4,7.9,BRS3046,63.4,0
1992,56,7.42,Comum,10.54,1
1992,57.1,7.22,BRS3046,70.51,0
1992,65.2,7.89,BRS3046,76.14,0
1992,60.2,7.61,BRS3046,83.96,0
1992,55,7.91,BRS3046,66.15,0
1992,58.3,7.77,BRS3046,61.44,0
1992,60.8,7.91,BRS3046,81.42,0
1992,57.7,7.11,BRS3046,74.72,0
1992,61.2,7.27,BRS3046,74.01,0
1992,62.3,7.63,BRS3046,66.97,0
1992,50,7,Comum,11.45,1
1992,63.6,7.63,BRS3046,64.77,0
1992,55.1,7.72,BRS3046,77.78,0
1992,60.6,7.04,BRS3046,72.51,0
1992,58,7.54,BRS3046,78.65,0
1992,59.4,7.89,BRS3046,64.92,0
1992,62.9,7.77,Comum,79.32,0
1992,59.6,7.37,BRS3046,73.92,0
1992,63.1,7.75,Comum,7.07,1
1992,59.9,7.87,BRS3046,67.97,0
1992,62.4,7.49,Comum,65.71,0
1992,62.2,7.42,BRS3046,65.66,0
1992,68.6,7.1,BRS3046,64.94,0
1992,62.7,7.35,Comum,8.42,1
1992,57.9,7.53,Comum,11.78,1
1992,65.2,7.21,BRS3046,67.6,0
1992,64.4,7.36,BRS3046,77.25,0
1992,60.9,7.25,BRS3046,70.89,0
1992,63.7,7.93,BRS3046,73.23,0
1992,62.3,7.96,Comum,7.65,1
1992,55.6,7.08,BRS3046,67.63,0
1992,60.6,7.48,BRS3046,66.33,0
1992,58.7,7.4,Comum,10.6,1
1992,54.8,7.36,BRS3046,67.67,0
1992,56.8,7.23,BRS3046,59.85,0
1992,47.4,7.41,BRS3046,67.71,0
1992,60.9,7.67,Comum,9.86,1
1992,61.1,7.1,BRS3046,79.96,0
1992,53.7,7.24,BRS3046,70.4,0
1992,59.3,7.93,Comum,11.77,1
1992,64.9,7.87,Comum,8.44,1
1992,58.7,7.5,BRS3046,65.29,0
1992,59.4,7.59,Comum,8.38,1
1992,57,7.04,Comum,8.73,1
1993,54,7.45,Comum,10.18,1
1993,60.6,7.47,BRS3046,70.76,0
1993,51.5,7.28,Comum,13.97,1
1993,62.9,7.51,BRS3046,53.19,0
1993,64.2,7.21,BRS3046,81.88,0
1993,56.6,7.7,BRS3046,85.7,0
1993,56.9,7.31,BRS3046,63.02,0
1993,57.8,7.44,BRS3046,78.7,0
1993,61,7.11,BRS3046,60.15,0
1993,61.2,7.75,Comum,12.21,1
1993,57.4,7.74,Comum,8.41,1
1993,58.6,7.33,BRS3046,66.57,0
1993,60.9,7.83,BRS3046,76.64,0
1993,60.1,7.65,BRS3046,63.57,0
1993,59.3,7.79,BRS3046,66.35,0
1993,54.8,7.34,Comum,8.83,1
1993,53.3,7.94,Comum,9.46,1
1993,58.2,7.43,BRS3046,60.86,0
1993,60,7.17,Comum,12.64,1
1993,58.7,7.96,Comum,13.53,1
1993,54.8,7.77,BRS3046,76.08,0
1993,55.8,7.79,BRS3046,71.78,0
1993,55,7.39,Comum,10.76,1
1993,58.2,7.43,BRS3046,73.23,0
1993,62.3,7.74,BRS3046,65.92,0
1993,60.7,7.55,BRS3046,80.71,0
1993,63.9,7.15,BRS3046,61.71,0
1993,61.7,7.85,BRS3046,64.85,0
1993,59.5,7.55,BRS3046,71.92,0
1993,63.5,7.16,BRS3046,59.84,0
1993,60.6,7.05,Comum,9.08,1
1993,61,7.68,Comum,62.62,0
1993,69,7.73,BRS3046,73.14,0
1993,63.5,7.98,Comum,6.65,1
1993,67,7.65,Comum,7.98,1
1993,56.2,7.12,Comum,10.87,1
1993,67.1,7.6,BRS3046,60.5,0
1993,63.3,7.62,Comum,59.78,0
1993,63.1,7.1,Comum,7.51,1
1993,65,7.35,Comum,8.6,1
1993,63,7.44,BRS3046,74.54,0
1993,59.2,7.99,BRS3046,76.77,0
1993,54.4,7.13,BRS3046,75.57,0
1993,63.3,7.36,Comum,11.42,1
1993,61,7.88,Comum,10.31,1
1993,61.3,7.65,BRS3046,58.7,0
1993,58.9,7.66,Comum,8.55,1
1993,65,7.56,BRS3046,75.5,0
1993,62.3,7.41,BRS3046,76.27,0
1993,59,7.17,Comum,7.71,1
1993,56.8,7.14,Comum,10.05,1
1993,64.8,7.08,Comum,85.29,0
1993,60,7.98,BRS3046,82.62,0
1993,65.6,7.89,BRS3046,67.8,0
1993,66,7.46,Comum,11.35,1
1993,56.1,7.25,Comum,10.91,1
1993,63.1,7.38,BRS3046,80.46,0
1993,65.1,7.86,BRS3046,75.09,0
1993,60.8,7.22,BRS3046,67.61,0
1993,61.3,7.11,BRS3046,63.98,0
1993,67.1,7.2,BRS3046,66.13,0
1993,60.6,7.89,BRS3046,71.85,0
1993,58.2,7.84,BRS3046,74.72,0
1993,58.5,7.72,BRS3046,78.04,0
1993,56.6,7.97,Comum,7.52,1
1993,52.8,7.7,BRS3046,74.03,0
1993,57.9,7.78,BRS3046,71.29,0
1993,62.2,7.25,BRS3046,67.21,0
1993,62,7.38,Comum,69.17,0
1993,60.7,7.86,BRS3046,74.73,0
1993,63.6,7.14,BRS3046,69.14,0
1993,63.1,7.85,BRS3046,63.32,0
1993,64.7,7.29,BRS3046,74.75,0
1993,60.6,7.48,BRS3046,73.48,0
1993,59.1,7.31,Comum,8.15,1
1993,64.8,7.97,BRS3046,73.98,0
1993,61.6,7.05,BRS3046,67.14,0
1993,55.6,7.4,BRS3046,93.96,0
1993,57.4,7.15,Comum,8.72,1
1993,58.6,7.35,Comum,6.85,1
1993,57.9,7.93,BRS3046,62.59,0
1993,59.6,7.38,BRS3046,59.65,0
1993,60.9,7.71,Comum,10.68,1
1993,57.6,7.34,BRS3046,66.92,0
1993,70,7.41,BRS3046,74.52,0
1993,59.5,7.24,BRS3046,60.62,0
1993,62.4,7.35,BRS3046,65.17,0
1993,63.1,7.67,BRS3046,63.71,0
1993,60.9,7.07,BRS3046,71.43,0
1993,65.3,7.24,BRS3046,82.32,0
1993,62.7,7.56,Comum,13.5,1
1993,58.7,7.27,BRS3046,69.93,0
1993,54.6,7.09,BRS3046,65.48,0
1993,60.5,7.22,BRS3046,58.26,0
1993,63.6,7.95,BRS3046,72.77,0
1993,61.4,7.72,BRS3046,63.29,0
1993,62.1,7.4,BRS3046,72.45,0
1993,59.4,7.67,BRS3046,63.45,0
1993,58.7,7.63,BRS3046,68.95,0
1993,59.8,7.28,Comum,7.56,1
1993,65.3,7.15,Comum,69.3,0
1993,53,7.2,BRS3046,65.09,0
1993,53.6,7.14,BRS3046,65.82,0
1993,59.7,7.02,BRS3046,63.05,0
1993,63,7.1,Comum,7.53,1
1993,54.2,7.74,BRS3046,7.55,1
1993,66.8,7.6,BRS3046,54.08,0
1993,62.6,7.94,BRS3046,81.06,0
1993,62.8,7.47,BRS3046,65.95,0
1993,58,7.35,BRS3046,66.09,0
1993,58.5,7.95,Comum,12.74,1
1993,69.4,7.96,BRS3046,75.37,0
1993,58.7,7.11,BRS3046,63.56,0
1993,54.8,7.71,BRS3046,69.29,0
1993,55.5,7.44,Comum,10.29,1
1993,62,7.61,BRS3046,65.17,0
1993,62.5,7.08,Comum,66.9,0
1993,60.7,7.18,BRS3046,65.17,0
1993,53.8,7.93,BRS3046,8.99,1
1993,51.1,7.75,BRS3046,72.61,0
1993,56.6,7.58,BRS3046,82.97,0
1993,60.4,7.16,BRS3046,68.97,0
1993,66.6,7.2,BRS3046,68.79,0
1993,54.4,7.24,BRS3046,72.39,0
1993,52.4,7.81,Comum,8.83,1
1993,57.4,7.11,BRS3046,58.25,0
1993,60.2,7.64,Comum,9.15,1
1993,52,7.77,BRS3046,66.92,0
1993,69.1,7.82,BRS3046,60.81,0
1994,61.9,7.67,BRS3046,64.56,0
1994,57.2,7.25,BRS3046,65.02,0
1994,64.5,7.24,BRS3046,62.02,0
1994,56.9,7.89,BRS3046,70.82,0
1994,59.9,7.22,BRS3046,80.65,0
1994,57.1,7.5,BRS3046,86.96,0
1994,52,7.94,BRS3046,79.82,0
1994,62.5,7.17,Comum,10.56,1
1994,58.9,7.81,BRS3046,75.01,0
1994,63.9,7.21,BRS3046,69.85,0
1994,62.4,7.2,BRS3046,58.09,0
1994,59.7,7.95,BRS3046,70.63,0
1994,61,7.6,Comum,82.4,0
1994,61.3,7.44,BRS3046,76.5,0
1994,53.1,7.96,Comum,7.48,1
1994,66.6,7.81,BRS3046,69.3,0
1994,57.9,7.99,BRS3046,67.89,0
1994,58.7,7.08,BRS3046,68.5,0
1994,52.7,7.69,BRS3046,74.85,0
1994,61.9,7.8,BRS3046,76.38,0
1994,55.6,7.95,BRS3046,65.57,0
1994,54.4,7.92,BRS3046,75.19,0
1994,59.4,7.98,BRS3046,73.93,0
1994,59.7,7.09,Comum,8.04,1
1994,58.7,7.07,BRS3046,63.45,0
1994,57.4,7.67,BRS3046,70.62,0
1994,59.7,7.94,BRS3046,94.79,0
1994,61.4,7.21,Comum,6.9,1
1994,66.6,7.99,BRS3046,65.41,0
1994,58.1,7.47,BRS3046,10.32,1
1994,60.7,7.47,BRS3046,73.17,0
1994,62.1,7.73,Comum,9.26,1
1994,65.2,7.05,BRS3046,64.77,0
1994,53.1,7.77,BRS3046,65.85,0
1994,63.1,7.25,BRS3046,73.81,0
1994,53.1,7.2,Comum,12.35,1
1994,59.5,7.86,BRS3046,62.56,0
1994,56.5,7.43,Comum,10.52,1
1994,56.4,7.12,Comum,8.19,1
1994,57.6,7.23,BRS3046,64.74,0
1994,60.1,7.63,BRS3046,70.57,0
1994,60.7,7.26,BRS3046,78.07,0
1994,62.1,7.69,BRS3046,79.87,0
1994,59.4,7.92,BRS3046,10.58,1
1994,58.9,7.02,BRS3046,61.03,0
1994,62.2,7.13,BRS3046,72.28,0
1994,60.2,7.82,BRS3046,67.64,0
1994,57.7,7.12,Comum,63.16,0
1994,64.8,7.04,BRS3046,65.95,0
1994,58.2,7.8,BRS3046,68.16,0
1994,69.9,7.18,BRS3046,71.1,0
1994,66.3,7.76,BRS3046,65.31,0
1994,62.5,7.23,BRS3046,73.89,0
1994,60.2,7.21,BRS3046,68.78,0
1994,63.2,7.98,BRS3046,66.43,0
1994,61.3,7.39,BRS3046,75.64,0
1994,56.3,7.13,BRS3046,73.82,0
1994,61.7,7.6,Comum,10.43,1
1994,52.4,7.68,BRS3046,78.43,0
1994,57.9,7,Comum,7.88,1
1994,57.9,7.96,BRS3046,79.17,0
1994,65.7,7.66,Comum,7.6,1
1994,59.6,7.45,BRS3046,73.12,0
1994,56.9,7.36,BRS3046,62.64,0
1994,60.9,7.57,Comum,73.48,0
1994,55.9,7.72,BRS3046,61.2,0
1994,62.5,7.21,Comum,83.2,0
1994,60.4,7.65,BRS3046,68.01,0
1994,51.8,7.32,BRS3046,76.82,0
1994,60.4,7.42,BRS3046,63.67,0
1994,56.3,7.01,Comum,8.02,1
1994,67,7.73,BRS3046,71.11,0
1994,53.8,7.3,BRS3046,62.48,0
1994,55.4,7.18,BRS3046,78.87,0
1994,60.9,7.13,BRS3046,68.01,0
1994,57,7.92,Comum,7.73,1
1994,62.1,7.86,BRS3046,76.52,0
1994,63.5,7.1,Comum,80.58,0
1994,55.3,7.46,BRS3046,72.58,0
1994,58.4,7.97,BRS3046,77.44,0
1994,59.6,7.63,BRS3046,80.18,0
1994,63.3,7.02,Comum,7.81,1
1994,55.4,7.52,BRS3046,6.95,1
1994,52,7.07,BRS3046,62.42,0
1994,56.6,7.07,Comum,8.69,1
1994,61.2,7.87,Comum,8.22,1
1994,62.4,7.34,BRS3046,67.79,0
1994,64,7.77,BRS3046,71.64,0
1994,57.6,7.32,Comum,6.55,1
1994,56.7,7.36,Comum,11.59,1
1994,56.7,7.62,BRS3046,63.87,0
1994,59.8,7.93,BRS3046,58.13,0
1994,64.1,7.03,Comum,12.42,1
1994,63.5,7.34,BRS3046,58.48,0
1994,58.2,7.52,BRS3046,77.57,0
1994,64.4,7.33,Comum,7.89,1
1994,61.5,7.73,BRS3046,75.64,0
1994,64.2,7.75,Comum,9.57,1
1994,65.7,7.41,Comum,12,1
1994,69.4,7.56,BRS3046,77.91,0
1994,60.1,7.1,BRS3046,62.01,0
1994,62.7,7.23,Comum,9.62,1
1994,57.2,7.5,Comum,7.27,1
1994,61.8,7.69,BRS3046,77.59,0
1994,69.8,7.37,BRS3046,73.06,0
1994,56.5,7.01,Comum,7.66,1
1994,61.5,8,BRS3046,62.4,0
1994,52.5,7.93,BRS3046,82.71,0
1994,59,7.38,BRS3046,63.95,0
1994,63.3,7.54,BRS3046,76.36,0
1994,63.9,7.09,BRS3046,66.58,0
1994,60.9,7.27,BRS3046,61.52,0
1994,57.9,7.96,BRS3046,78.97,0
1994,61.3,7.57,BRS3046,71.63,0
1994,63.3,7.01,BRS3046,67.13,0
1994,60.5,7.43,BRS3046,71.17,0
1994,61,7.53,Comum,10.02,1
1994,61.8,7.77,BRS3046,54.74,0
1994,57.4,7.64,BRS3046,64.18,0
1994,64.4,7.84,Comum,12.26,1
1994,61.9,7.22,Comum,5.73,1
1994,59.8,7.03,BRS3046,74.57,0
1994,60.9,7.09,Comum,6.89,1
1994,59.4,7.61,BRS3046,55.89,0
1994,62.9,7.7,BRS3046,76.75,0
1994,58,7.49,BRS3046,66.95,0
1994,62.8,7.38,BRS3046,67.45,0
1994,65.5,7.61,BRS3046,68.18,0
1995,61.8,7.91,BRS3046,67.53,0
1995,57.8,7.97,BRS3046,69.75,0
1995,53.3,7.11,BRS3046,60.79,0
1995,62,7.01,BRS3046,82.15,0
1995,60.4,7.87,Comum,8.74,1
1995,56.6,7.29,BRS3046,64.52,0
1995,61.9,7.04,BRS3046,77.12,0
1995,59.6,7.35,BRS3046,68.21,0
1995,60.4,7.9,BRS3046,73.94,0
1995,64.8,7.08,Comum,56.41,0
1995,59.5,7.03,BRS3046,72.83,0
1995,65.5,7.16,BRS3046,64.28,0
1995,61.7,7.67,BRS3046,66.34,0
1995,58.3,7.21,BRS3046,67.49,0
1995,58.5,7.45,Comum,9.92,1
1995,54.9,7.47,Comum,7.38,1
1995,59.5,7.41,Comum,7.7,1
1995,54.5,7.42,Comum,8.64,1
1995,59.4,7.05,Comum,10.3,1
1995,57.8,7.52,BRS3046,72.92,0
1995,52,7.46,BRS3046,10.82,1
1995,56.9,7.65,BRS3046,75,0
1995,59,7.95,Comum,9.37,1
1995,57.7,7.2,BRS3046,73.91,0
1995,67.6,7.07,BRS3046,79.51,0
1995,60,7.58,Comum,7.47,1
1995,54.5,7.05,BRS3046,64.38,0
1995,59.4,7.13,BRS3046,65.92,0
1995,59,7.11,Comum,9.14,1
1995,59.7,7.03,Comum,7.97,1
1995,58.6,7.95,BRS3046,67.85,0
1995,52.6,7.04,BRS3046,84.4,0
1995,62.9,7.98,Comum,11.42,1
1995,65.4,7.25,BRS3046,64.51,0
1995,61.8,7.33,BRS3046,74.45,0
1995,58.3,7.67,BRS3046,70.99,0
1995,62.5,7.58,Comum,8.63,1
1995,56.2,7.43,BRS3046,60.22,0
1995,58.2,7,Comum,9.56,1
1995,56.3,7.12,BRS3046,77.7,0
1995,65.7,7.75,Comum,6.25,1
1995,57.3,7.12,BRS3046,82.23,0
1995,54.5,7.87,BRS3046,65.37,0
1995,56.6,7.3,BRS3046,76.46,0
1995,61,7.98,BRS3046,68.71,0
1995,58.6,7.86,BRS3046,65.27,0
1995,59.1,7.38,Comum,8.42,1
1995,59.1,7.47,BRS3046,79.26,0
1995,58.9,7.34,BRS3046,72.7,0
1995,57.9,7.66,BRS3046,69.9,0
1995,59.5,7.73,Comum,9.84,1
1995,71.8,7.06,BRS3046,71.57,0
1995,61,7.88,Comum,11.03,1
1995,58.7,7.19,BRS3046,70.83,0
1995,53.7,7.32,BRS3046,65.66,0
1995,61.9,7.48,Comum,12.39,1
1995,57.2,7.69,Comum,8.66,1
1995,49.7,7.11,BRS3046,59.58,0
1995,62.2,7.52,BRS3046,75.61,0
1995,58.6,7.37,Comum,8.69,1
1995,57.1,7.13,BRS3046,69.79,0
1995,61.6,7.33,BRS3046,74.12,0
1995,60.2,7.56,BRS3046,67.04,0
1995,58.5,7.91,BRS3046,56.51,0
1995,60,7.36,BRS3046,84.05,0
1995,61.6,7.96,Comum,6.65,1
1995,59.6,7.09,Comum,79.25,0
1995,61.3,7.97,BRS3046,76.7,0
1995,52.8,7,BRS3046,75.13,0
1995,58.5,7.53,BRS3046,58.25,0
1995,55.1,7.28,Comum,76.64,0
1995,56.2,7.05,Comum,8.12,1
1995,62,7.92,BRS3046,72.83,0
1995,54.8,7.07,BRS3046,67.67,0
1995,55.3,7.89,BRS3046,65.37,0
1995,53.6,7.31,BRS3046,69.4,0
1995,61.1,7.29,Comum,7.83,1
1995,53.6,7.84,Comum,12.11,1
1995,55.1,7.98,BRS3046,71.94,0
1995,62.6,7.12,BRS3046,82.02,0
1995,59.6,7.58,BRS3046,63.81,0
1995,60.6,7.36,BRS3046,74.08,0
1995,57.9,7.56,BRS3046,66.14,0
1995,60.7,7.3,BRS3046,80.76,0
1995,56.1,7.64,BRS3046,74.94,0
1995,61.7,7.85,Comum,9.65,1
1995,63.6,7.22,Comum,59.14,0
1995,72.5,7.38,BRS3046,67.23,0
1995,64.9,7.09,BRS3046,86.25,0
1995,62.1,7.08,Comum,59.94,0
1995,60.1,7.91,BRS3046,66.53,0
1995,59.5,7.87,BRS3046,63.96,0
1995,63.2,7.48,BRS3046,63.8,0
1995,62.3,7.68,Comum,11.65,1
1995,58.7,7.98,BRS3046,76.46,0
1995,57.6,7.11,Comum,11.87,1
1995,60.1,7.52,BRS3046,70.95,0
1995,61.1,7.72,BRS3046,73.47,0
1995,57.4,7.75,BRS3046,74.96,0
1995,55,7.05,BRS3046,66.42,0
1995,65.1,7.68,BRS3046,75.11,0
1995,64.7,7.58,Comum,80.02,0
1995,63,7.73,BRS3046,66.93,0
1995,57.6,7.49,BRS3046,81.91,0
1995,56.3,7.25,Comum,8.13,1
1995,63.8,7.19,BRS3046,78.34,0
1995,55.3,7.42,BRS3046,70.71,0
1995,62.7,7.75,BRS3046,61.41,0
1995,55.7,7.15,BRS3046,78.58,0
1995,62.5,7.98,BRS3046,74.51,0
1995,52,7.18,Comum,9.37,1
1995,62.3,7.18,Comum,11.25,1
1995,64.6,7.97,Comum,7.6,1
1995,67.6,7.17,BRS3046,77.15,0
1995,58.4,7.55,Comum,11.39,1
1995,61.4,7.46,BRS3046,64.12,0
1995,62.4,7.12,BRS3046,66.54,0
1995,59.6,7.12,Comum,10.13,1
1995,57.1,7.97,BRS3046,71.72,0
1995,56.7,7.15,Comum,6.14,1
1995,62.6,7.15,Comum,10.18,1
1995,54.7,7.4,BRS3046,71.55,0
1995,59.9,7.81,Comum,10.96,1
1995,57.5,7.22,Comum,7.38,1
1995,57.6,7.27,BRS3046,73.11,0
1995,58.7,7.88,BRS3046,84.92,0
1995,68.1,7.67,BRS3046,60.36,0
1995,55.9,7.89,BRS3046,74.38,0
1995,63.9,7.71,Comum,10.48,1
1995,56.5,7.74,BRS3046,69.14,0
1995,55.1,7.97,Comum,9.44,1
1995,60.9,7.54,BRS3046,86.19,0
1995,60.7,7.64,Comum,8.27,1
1995,58.7,7.76,BRS3046,62.48,0
1995,59.9,7.54,Comum,7.09,1
1995,58.9,7.86,BRS3046,73.75,0
1995,56.6,7.02,BRS3046,74.19,0
1995,59.7,7.62,Comum,7.41,1
1995,64.3,7.34,BRS3046,82.53,0
1995,61,7.69,Comum,7.49,1
1995,54.3,7.64,BRS3046,72.02,0
1995,62.2,7.52,BRS3046,72.57,0
1995,55.6,7.13,BRS3046,61.97,0
1995,64.6,7.68,BRS3046,88,0
1995,64.2,7.24,BRS3046,64.92,0
1995,57.7,7.71,BRS3046,63.64,0
1995,59.9,7.55,BRS3046,72.08,0
1995,65.7,7.21,BRS3046,79.28,0
1995,57,7.79,BRS3046,73.44,0
1995,63.5,7.5,BRS3046,80.37,0
1995,58.7,7.05,BRS3046,77.79,0
1995,63,7.08,BRS3046,69.9,0
1995,64.2,7.27,BRS3046,61.68,0
1995,62.3,7.57,Comum,7.12,1
1995,60.3,7.15,BRS3046,59.81,0
1996,60,7.82,BRS3046,54.46,0
1996,59.4,7.36,Comum,10.71,1
1996,58,7.58,Comum,9.23,1
1996,59.6,7.67,Comum,8.07,1
1996,63.4,7.03,BRS3046,61.63,0
1996,61.2,7.56,Comum,13.55,1
1996,65.2,7.7,BRS3046,63.92,0
1996,52.4,7.6,BRS3046,62.37,0
1996,61.4,7.63,BRS3046,67.46,0
1996,58.9,7.77,BRS3046,65.78,0
1996,54,7.1,Comum,13.06,1
1996,56.9,7.29,BRS3046,63.99,0
1996,59.7,7.83,BRS3046,65.85,0
1996,55.7,7.95,BRS3046,63.04,0
1996,49.9,7.23,Comum,7.84,1
1996,57.8,7.14,BRS3046,78.37,0
1996,57,7.96,Comum,7.94,1
1996,58.2,7.31,BRS3046,71.8,0
1996,59.2,7.84,BRS3046,68.16,0
1996,55.7,7.85,BRS3046,85.28,0
1996,63,7.71,BRS3046,86.54,0
1996,62.1,7.52,BRS3046,59.65,0
1996,59.6,7.06,Comum,7.47,1
1996,54.7,7.31,Comum,11.57,1
1996,57.2,7.59,BRS3046,50.9,0
1996,64.7,7.8,BRS3046,64.44,0
1996,62.5,7.22,BRS3046,67.18,0
1996,60.7,7.52,BRS3046,76.74,0
1996,55.8,7.41,BRS3046,67.26,0
1996,64.7,7.72,BRS3046,70.35,0
1996,57.2,7.75,BRS3046,75.01,0
1996,62.1,7.4,BRS3046,79.77,0
1996,52,7.97,BRS3046,72.7,0
1996,62.1,7.15,BRS3046,67.3,0
1996,67.3,7.96,BRS3046,68.97,0
1996,61.8,7.56,BRS3046,57.56,0
1996,60.9,7.83,Comum,8.46,1
1996,62.5,7.06,BRS3046,57.68,0
1996,64.8,7.08,Comum,13.42,1
1996,64.6,7.4,BRS3046,64.45,0
1996,59.1,7.62,BRS3046,64.76,0
1996,56.4,7.27,BRS3046,82.96,0
1996,67.1,7.38,Comum,73.77,0
1996,58.3,7.2,BRS3046,66.34,0
1996,59.7,7,BRS3046,67.92,0
1996,59.9,7.05,BRS3046,75.06,0
1996,56,7.27,Comum,8.48,1
1996,55.4,7.92,BRS3046,76.21,0
1996,64,7.7,BRS3046,62.64,0
1996,63.1,7.18,BRS3046,63.46,0
1996,60.5,7.08,BRS3046,73.67,0
1996,59,7.74,BRS3046,83.71,0
1996,56.1,7.66,BRS3046,70.75,0
1996,53.8,7.91,BRS3046,73.07,0
1996,59.3,7.01,Comum,8.45,1
1996,53.8,7.7,BRS3046,65.98,0
1996,59,7.97,BRS3046,75.64,0
1996,67.1,8,BRS3046,72.68,0
1996,62.4,7.58,BRS3046,69.48,0
1996,53.5,7,BRS3046,70.34,0
1996,52.9,7.16,BRS3046,75.62,0
1996,61,7.79,BRS3046,67.08,0
1996,60.3,7.47,Comum,8.05,1
1996,59.6,7.09,BRS3046,67.35,0
